"","Sex"
"c19.loc3",0.00869449411516854
"c19.loc4",0.00932679502510325
"19_1680257",0.00996829275637623
"c19.loc5",0.00674996529463101
"19_1896354",0.062921660106305
"19_1931387",0.0333068982449944
"19_2154118",0.0537268675349623
"19_2154081",0.053726869433234
"c19.loc7",0.0832604271297086
"19_2291878",0.115198626857868
"c19.loc8",0.127334720957727
"c19.loc9",0.153242670571458
"c19.loc10",0.178988417374775
"c19.loc11",0.202784904654891
"c19.loc12",0.223025660221779
"19_3090390",0.23080616851766
"c19.loc13",0.263304664831693
"c19.loc14",0.322004625030885
"10_4125712",0.371017359047634
"c19.loc15",0.362864743073743
"c19.loc16",0.265595730826995
"c19.loc17",0.177188128317106
"19_3474455",0.129362019878528
"c19.loc18",0.131435705762975
"c19.loc19",0.137311338707171
"c19.loc20",0.14375863263529
"19_4566708",0.149832426147924
"c19.loc21",0.130022563019288
"19_4165852",0.0826966843969359
"c19.loc22",0.0808974158873923
"19_4808973",0.0793677385255904
"c19.loc23",0.0979667383454128
"c19.loc24",0.271555702836771
"c19.loc25",0.0213477385578713
"c19.loc26",0.00130605219493418
"19_5427703",0.00237082287077328
"19_5403377",0.0232860552069738
"19_5427685",0.0123162962436112
"19_5427686",0.0123162962887235
"c19.loc27",0.00341238549596312
"19_5994599",0.000372637165185097
"19_5880275",5.29880553301609e-05
"c19.loc28",1.06893014617526e-06
"c19.loc29",0.000237919061547132
"19_6156678",0.000260410038279701
"19_6186424",0.00982528905472435
"19_6173411",0.0110790341669258
"c19.loc30",0.00234353807678644
"19_6333674",0.000208169590230511
"19_6348968",0.00173492066722503
"c19.loc31",0.000186039643459424
"c19.loc32",0.00312765844262231
"19_6552977",0.0111138506057316
"c19.loc33",0.00450466387776771
"19_6629721",0.0013251428714014
"c19.loc34",0.00133035737933795
"19_6695063",0.00133160536483246
"16_1311752",0.0013830116606357
"19_6695026",0.00124469120767401
"c19.loc35",0.00443859949564285
"19_6877038",0.00962774597832805
"c19.loc36",0.00843509208648641
"19_6860415",0.00755628275686604
"c19.loc37",0.0116805169909426
"c19.loc38",0.0175130577877169
"19_7115370",0.0198169469050811
"c19.loc39",0.0201902713769684
"c19.loc40",0.0208144694285437
"c19.loc41",0.0214262341366194
"c19.loc42",0.0220220843759051
"19_7443826",0.0220911855175103
"19_7710108",2.64431909755558e-05
"c19.loc43",3.0228175234015e-06
"c19.loc44",5.59579071151006e-05
"c19.loc45",0.000259270202946027
"c19.loc46",0.000580181785657885
"c19.loc47",0.00098765694455949
"c19.loc48",0.00145433114229832
"c19.loc49",0.00195737231934601
"c19.loc50",0.00247857651560679
"c19.loc51",0.00300399867615653
"19_12204443",0.00334848059758741
"c19.loc52",0.00138833471603306
"c19.loc53",0.00104404683207804
"18_29612881",0.00975475496689882
"c19.loc54",0.00435308621758423
"19_16872865",0.00861913086036026
"c19.loc55",0.0118554574110945
"19_17018544",0.0511382015278699
"c19.loc56",0.0593202942612692
"c19.loc57",0.0917215065091312
"19_14740600",0.102748924422585
"c19.loc58",0.103885499972819
"19_18306424",0.102799482308903
"c19.loc59",0.0767798791471748
"c19.loc60",0.0391488029477784
"11_18407277",0.0285622211891834
"c19.loc61",0.00117022406085709
"c19.loc62",0.092964392502644
"c19.loc63",0.795318903855666
"c19.loc64",1.96285009466492
"18_33759666",2.06720637314721
"c19.loc65",2.03612203078219
"c19.loc66",1.3933612913093
"c19.loc67",0.614213029763491
"c19.loc68",0.200505954744784
"c19.loc69",0.045820726053563
"19_20186412",0.00564068704705534
"c19.loc70",0.00640431947284981
"19_20536066",0.00925074674679394
"c19.loc71",0.000964331992193479
"19_21023262",1.5475035567647e-05
"c19.loc72",0.00364032460362296
"19_21678572",0.0116646636718585
"c19.loc73",0.00443827581187861
"4_9495191",0.000818391847829503
"19_21912909",0.000765497229060941
"c19.loc74",0.000994520135158439
"19_22763519",0.00116103679992818
"19_22635646",0.00116196524116674
"19_22635698",0.010500145327768
"c19.loc75",0.0165274572332237
"19_22968690",0.0200771622949887
"19_23054928",0.483122490125453
"c19.loc76",0.483598466755886
"19_23343775",0.484024710310443
"c19.loc77",1.10937025182745
"c19.loc78",1.73841500229249
"c19.loc79",0.300302997703128
"19_24066053",0.142664935233135
